,company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers,employees
2010,vbo_tickets,"Great Ticketing Software, Great Customer Support",Don M.,Executive Director,,2+ years,NGC,Capterra,2017-03-14,4,3.0,4.0,5.0,4.0,10.0,"VBO is always responsive to my requests and customer support issues, which is very important when using software that is central to your business.",,,,,
2011,vbo_tickets,LOVE VBO - a lot,Kasey K.,Artistic Director,,1-2 years,NGC,Capterra,2017-03-15,5,5.0,5.0,5.0,5.0,10.0,,InterventionFlexibilityEase of useCustomer service,Didn't switch sooner,VBO has dramatically improved our ticket integration on our website and cut our manual backend work in half! Literally. And their customer support has been outstanding,Very very happy,
2012,vbo_tickets,Easy to Work With!,Lauren D.,Treasurer,,Less than 6 months,NGC,Capterra,2019-06-15,5,5.0,5.0,5.0,5.0,10.0,,"There are tons of great things about VBO. I love that it looks very professional and easily integrates with our existing website. The backend platform is fairly easy to navigate once you get familiar with it, and there are tons of ways to customize your events.","You do sometimes have to jump around a bit as certain features only exist in certain places (you cannot create a new event pricing template from the event creation section, for example), but once you understand the flow it's pretty quick and easy to use.",The sales and customer support team at VBO are great. They're always easy to get in touch with and very helpful. Getting started with their services only took a few days and was really painless!,,
2013,vbo_tickets,Not Always Practical,Luke W.,Owner,,6-12 months,NGC,Capterra,2019-06-03,4,3.0,3.0,3.0,4.0,5.0,,I like that we were able to seamlessly integrate it within our website.,"The small things that don't make sense for us (i.e. ordering of shows in drop down menus), inability to customize for our specific needs.","It's been okay, but hard to get in touch for immediate contact without having a VBO support phone number and having to email only.",,
2014,vbo_tickets,Super Easy and Responsive,Laurel B.,Development Associate,,2+ years,NGC,Capterra,2017-03-14,5,5.0,5.0,5.0,5.0,9.0,,"Easy to use- both for our guests and on the back end. Enough bells and whistles to be useful, but not so many that it's all just too bewildering.","I haven't yet figured out a way to de-segment guests from donors when it comes to targeting email addresses, but I'm sure it's doable.","We have used VBO for the past few years as the ticketing platform for my nonprofit organization's signature event, the Hoot & Howl. This party pulls in a guest list topping 750 people, and I really appreciate being able to use a friendly interface for both paid tickets and consignment tickets (for our sponsors). My technical assistance questions are always answered promptly, we receive electronic invoices in a timely fashion, our guests find VBO easy to use, and it's a tremendous help when it comes to check-in the night of the event, as well.",,
2015,vbo_tickets,VBO Tickets Changed my business,Mike D.,Owner,,1-2 years,NGC,Capterra,2017-03-14,5,5.0,5.0,5.0,5.0,10.0,With the help and support of the VBO staff this software has completely changed the way we do business and has more than paid for itself. The staff is always more than willing to help out with anything they can do.,,,,,
2016,vbo_tickets,Outstanding Customer Support,Bea R.,Project Manager & Women Entrepreneurship Conference Director,,1-2 years,NGC,Capterra,2019-06-10,5,3.0,4.0,5.0,5.0,8.0,,"The ability to create recurring events, and to pull various kinds of reports.","It's not intuitive (for example, to change the venue of an event, I have to remember to go ""Manage Event Dates"") and still am having trouble syncing to Constant Contact. I use Customer Support often, who have been extremely helpful.","The best part of my experience with VBO is the exceptional customer support. Ben, in particular, is highly responsive and dependable. The video tutorials are helpful, and they can troubleshoot pretty quickly.",,
2017,vbo_tickets,VBO,MICHAEL D.,Owner,,2+ years,NGC,Capterra,2018-10-16,5,5.0,5.0,5.0,3.0,7.0,,Easy to use. This software takes the guess work out of selling tickets online,It's a little on the pricey side. We are a very small theater and it ended up being a little too expensive for us,Customer service through VBO was amazing. They help walk you through every step so it makes set up and delivery of your products super easy,,
2018,vbo_tickets,VBO Tickets ROCKS!,Ed E.,Executive Director,,Less than 6 months,NGC,Capterra,2016-12-20,5,5.0,5.0,5.0,5.0,10.0,,Extremely user friendly. Absolutely TERRIFIC customer/user support.,"N/A - Seriously, none that I can think of at the moment that is VBO Tickets' issue. I wish that Square was a little easier for them to work with, but that is NOT their issue.","As the Executive Director for Hawaii Children's Theatre, I can say that we have had an absolutely exceptional experience with VBO Tickets. From our first contact with the company to setting up the site and linking it to our own website, to brilliant customer service and support, to well...everything. We have had a great experience. Additionally, my assistant has given me extremely positive feedback about all of her interactions with VBO Tickets and has relayed to me that the response time for addressing any of her questions has been incredible, so much so that she told another community theater company about our experience. Because of our experience, they too are excited about building a new partnership with VBO Tickets. Thank you very much for everything that you have done for us. We look forward to our continued partnership and growth with VBO Tickets!",None that I can think of at the moment. Please keep up the terrific work!,
2019,vbo_tickets,The BEST Ticking Service We've Found,Carter W.,Box Office Manager,,Less than 6 months,NGC,Capterra,2017-03-16,5,4.0,5.0,5.0,5.0,10.0,,"Customer service, ease of use, low service fees, prompt response, website integration",It has it's minor bugs but they ALWAYS look into them when you bring it to their attention,"As a small nonprofit community theatre, ticketing services can often be way more complicated than what we need. When we discovered, we were not aware just how amazing they would be at customizing our experience for our small theatre. The customer service ALONE is worth the cost of use. If I ever have a question on how to do something and can't figure it out, they always respond promptly with more information than I would normally expect. I cannot recommend VBO Tickets enough, they're AMAZING!",,
